"EnterpriseName","State","District","Pincode","RegistrationDate","CommunicationAddress","NIC5DigitCode","NICDescription"
"PRINCE ELECTRICAL AND HARDWARE","KARNATAKA","BENGALURU (URBAN)","560062.0","27/01/2021","NO 43 HARINAGAR, MAIN ROAD HARINAGAR CROSS MUNESHWARA LAYOUT, ANAJANAPURA, NO 43 HARINAGAR, ANAJANAPURA, BANGALORE","33140","Repair of electrical equipment"
"SHRI RENUKAMBA TRADERS","KARNATAKA","SHIVAMOGGA","577229.0","27/01/2021","., SHRI RENUKAMBA TRADERS, DONABAGHATTA, ., BILIKI, BHADRAVATHI","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"R N SAHARA DESIGNER BOUTIQUE","KARNATAKA","MYSURU","570001.0","16/07/2021","NO 2269, SAHARA, SAWDAY ROAD, NO 2269, SAHARA, MYSORE","13132","Finishing of silk and blended silk textiles."
"R V SERI AGRO VET","KARNATAKA","KOLAR","563130.0","16/07/2021","PLOT NO 27C, 1ST MAIN, KIADB INDUSTRIAL AREA, PLOT NO 27C, 1ST MAIN, MALUR TOWN KOLAR DISTRICT","20212","Manufacture of disinfectants (for agricultural and other use)"
"AAROHI ENGINEERING WORKS","KARNATAKA","BAGALKOT","587116.0","16/07/2021","246/18, BALUTI BUILDING, JAMKHANDI BAGALKOT MAIN ROAD, 246/18, BADAGANDI, BADAGANDI","25999","Manufacture of other fabricated metal products n.e.c."
"CHOWDESHWARI POWERLOOMS","KARNATAKA","BENGALURU (RURAL)","562122.0","16/07/2021","00, NELAVAGILU, HOSAKOTE TQ, 00, NELAVAGILU POST, BANGALORE","13122","Weaving, manufacture of silk and silk mixture fabrics."
"M/S COORG KAVERI COFFEE","KARNATAKA","KODAGU","571236.0","16/07/2021","NO. 20, VISHWESHVARAIAH ROAD, SOMWARPET, NO. 20, -, KODAGU","10792","Coffee curing, roasting, grinding blending etc. and manufacturing of coffee products"
"SHREE NEELAMBARI ADIVASI HERBAL PRODUCT","KARNATAKA","MYSURU","571114.0","27/01/2021","-, TIGER BLOCK, K YEDATHORE, -, TIGER BLOCK, H D KOTE TALUK","21003","Manufacture of `ayurvedic’ or `unani’ pharmaceutical preparation"
"M/S ANKIT ENGINEERING PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560039.0","27/01/2021","NO 34, AZEEZ SAIT IND TOWN, NAYANDAHALLI, NO 34, MYSORE ROAD, BANGALORE","25999","Manufacture of other fabricated metal products n.e.c."
"PUSHKAR ENGINEERS","KARNATAKA","BELAGAVI","591108.0","23/09/2021","PLOT NO 50, MANJAREKAR COLONY, MANJAREKAR COLONY, PLOT NO 50, HINDALAGA, BELAGAVI","28120","Manufacture of fluid power equipment"
"Jaya Bharathi Ladies Tailors","KARNATAKA","BENGALURU (URBAN)","560030.0","21/09/2021","No 26/5, 5th cross, Hosur road, No 26/5, Adugodi, Bangalore","14105","Custom tailoring"
"MUJAWAR CASHEW NUT PROCESSING","KARNATAKA","BELAGAVI","591108.0","21/09/2021","678, M M MUJAWAR, BELGUNDI, 678, GANAPAT GALLI, BELGAUM","10793","Processing of edible nuts"
"S N Agro Industries","KARNATAKA","GADAG","582209.0","21/09/2021","0, SATISH CHITRAGAR, GAJENDRAGAD ROAD, 0, Shivapet 11/th cross, RON","29109","Manufacture of motor vehicles n.e.c"
"KISHOR POWERLOOMS","KARNATAKA","RAMANAGARA","561101.0","21/09/2021","203, KISHOR POWERLOOMS, MAHATHMANAGARA, 203, 5TH BLOCK, MAGADI TALUK","13122","Weaving, manufacture of silk and silk mixture fabrics."
"SRI SUBRAMANYA LETHER WORK","KARNATAKA","DHARWAD","580024","15/04/2021","BANTI KATTI, DHOR ONI, HUBLI, BANTI KATTI, HUBLI, HUBLI","15129","Manufacture of other consumer goods of leather and substitutes of leather n.e.c."
"RAJAMABI ENTERPRESIS","KARNATAKA","KOPPAL","583281.0","14/07/2021","WARD NO 1, RAJAMABI BUILDING, MULIMANI ONI, WARD NO 1, KUSHTAGI, HANAMASAGAR","14109","Manufacture of wearing apparel n.e.c."
"VB BAKERY","KARNATAKA","HASSAN","573201.0","14/07/2021","RING ROAD, VB BAKERY, CHIKKAHONNENAHALLI, RING ROAD, CHIKKAHONNENAHALLI, HASSAN","10712","Manufacture of biscuits, cakes, pastries, rusks etc."
"M/S MANKAL PHARMACEUTICALS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560098.0","28/01/2021","#174 Rajeshwari, Ground Floor, HV Halli, 3rd main road,EHCS layout, #174 Rajeshwari, Bangalore University,, Bangalore","21001","Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc."
"Vinay Wood Work","KARNATAKA","RAMANAGARA","562138.0","28/01/2021","153, Honganur Village, Near Lakshmidevi Temple, 153, Channapatna, Channapatna","16219","Manufacture of other plywood products n.e.c."
"VASALS ENGINEERING INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560062.0","28/01/2021","No 33 First Floor, Vasals Engineering Industries, Yelachenahalli, No 33 First Floor, Goverdhan Garden, Kanakapura main road","27900","Manufacture of other electrical equipment"
"CHITRAKSHI","KARNATAKA","DAKSHIN KANNAD","575022.0","28/01/2021","2 145/18, KUMPALA, MURUKATTA,KOTEKAR, MANGALORE D K, 2 145/18, KUMPALA, MANGALORE D K, MANGALORE D K","10795","Grinding and processing of spices"
"M/S MDA SUPERGRITS PRIVATE LIMITED","KARNATAKA","KOLAR","563130","22/04/2021","PLOT NO 88, 4TH PHASE KIADB INDUSTRIAL AREA, 4TH PHASE, PLOT NO 88, 4TH PHASE, MALUR","32909","Manufacture of other articles n.e.c."
"KUMARA H K","KARNATAKA","KODAGU","571201.0","17/07/2021","# 19-7, 9TH CROSS, CHOWDESHWARI TEMPLE, # 19-7, MAHADEVPET, MADIKERI","32909","Manufacture of other articles n.e.c."
"ENGEE CRANE SERVICES","KARNATAKA","BENGALURU (URBAN)","560099.0","17/07/2021","No.265/G,, Bangalore, KSSIDC Road,Bommasandra Hosur, No.265/G,, ., Bangalore","30115","Construction of floating structures ( floating docks, pontoons, coffer-dams, floating landing stages, buoys, floating tanks, barges, lighters, floating cranes, non-recreational inflatable rafts etc.)"
"Swasthik Technology","KARNATAKA","BENGALURU (URBAN)","560090.0","21/01/2021","No.4, 285/22/20, Banavara Main Road, Abbigere, No.4, 285/22/20, -, Bengaluru","25999","Manufacture of other fabricated metal products n.e.c."
"MOKASHI CHAKKI","KARNATAKA","BELAGAVI","591309","28/04/2021","00, MOKASHI, MADIHALLI, 00, HUKKERI, BELAGAVI","10611","Flour milling"
"M/S LEATHER CURVE","KARNATAKA","BENGALURU (URBAN)","560094","28/04/2021","No 116, ., Bangalore, No 116, 4th Block, Bangalore","28269","Manufacture of other machinery for textiles, apparel and leather production n.e.c."
"MAHALAXMI DRESESS","KARNATAKA","GADAG","582101.0","29/01/2021","OLD BUS STAND ROAD, NEAR MAHALAXMI JEEN, GADAG, OLD BUS STAND ROAD, GADAG, GADAG","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"Yajna Enterprises","KARNATAKA","DHARWAD","580006.0","29/01/2021","0, Surabhi House, Mahanth Nagar, 0, Saudatti Road, Dharwad","10795","Grinding and processing of spices"
"M/S P.B.SHAH & CO.","KARNATAKA","BENGALURU (URBAN)","560002.0","25/09/2021","21, 1st Floor, Minaxi Complex, S.P.Road Cross, K.M.Lane, 21, 1st Floor, S.P.ROAD, Bangalore","32505","Manufacture of measuring instruments suc as thermometers etc."
"S M TECHNOLOGIES","KARNATAKA","BENGALURU (URBAN)","560091.0","25/09/2021","NO 08, 6TH CROSS, OM SHAKTHI TEMPLE ROAD, SANJEEVININAGAR, NO 08, 6TH CROSS, VISWANEEDAM POST, BANGALORE","24104","Manufacture of ferro-alloys"
"KUMAR ENTERPRISE","KARNATAKA","BENGALURU (RURAL)","561203.0","15/07/2021","82, 13TH WARD TERINABEEDI, TERINABEEDI, 82, 0, BANGALORE","13122","Weaving, manufacture of silk and silk mixture fabrics."
"M/S TRITECHNIC MANUFACTURING SOLUTIONS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560091.0","15/07/2021","No. 84/11/38/B, Muthuraya Swamy Layout, 22nd Cross, Sunkadakatte,Vishwaneedam Post, No. 84/11/38/B, Srigandhadakavalu, Bangalore","26516","Manufacture of laboratory analytical instruments and miscellaneous laboratory apparatus for measuring and testing such as scales, balances, incubators etc."
"SUMMAYYA JUICE CENTRE","KARNATAKA","DHARWAD","580009.0","26/01/2021","SATTUR, DENTAL CROSS, DHARWAD, SATTUR, DHARWAD, DHARWAD","11045","Manufacture of soft drinks"
"RAJINI G","KARNATAKA","BENGALURU (URBAN)","560091.0","22/09/2021","#  55, SRINIVASA  NAGAR, BANGALORE  NORTH, #  55, SUNKADAKATTE, BANGALORE","13999","Manufacture of other textiles/textile products n.e.c."
"Shree Mruthunjaya Cement Bricks","KARNATAKA","HAVERI","581110","30/09/2021","#461, Bashettiyavar Sites, Byadagi Road, #461, Haveri, Haveri","23952","Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)"
"BOMBAY GROUP","KARNATAKA","BENGALURU (URBAN)","560090.0","10/04/2022","NO-67, RACHIKA, 7TH CROSS, NO-67, GUTTE BASAVESWARA, BANGALORE","29304","Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc"
"A. S. K LABORATORY","KARNATAKA","BENGALURU (RURAL)","562107.0","10/04/2022","05, Opp. K. E. B. Sarjapura road, Sarjapura road, 05, Annekal, Bangalorr","21002","Manufacture of allopathic pharmaceutical preparations"
"HEMAL ENTERPRISES","KARNATAKA","CHITRADURGA","577598.0","13/07/2021","1313 13 1313, HEMAL ENTERPRISES, HULIYARBROAD HIRIUR, 1313 13 1313, 1 ST CROSS, CHITRADURGA KARNATAKA","33131","Repair and maintenance of measuring, testing, navigating and control equipment of group 265"
"ASHWIN ENTERPRISES","KARNATAKA","DAKSHIN KANNAD","574144.0","13/07/2021","1-101/7, Ashwin Enterprises, Durga Nagara Kundodi, 1-101/7, Shibrikere Post, Mangalore","24109","Manufacture of other basic iron and steel n.e.c"
"M/S VIJAYA LAXMI ENGINEERING WORKS","KARNATAKA","DHARWAD","580011.0","13/07/2021","PLOT NO.138/C, 4TH CROSS, INDUSTRIAL AREA, BELUR, PLOT NO.138/C, KIADB, DHARWARD","28223","Manufacture of parts and accessories for the machine tools listed above"
"KUMARI RADHA KUMKUMGAR","KARNATAKA","HAVERI","581115.0","13/07/2021","00, GANDHI GALLI, GANDHI GALLI, 00, GANDHI GALLI, RANIBENNUR","10712","Manufacture of biscuits, cakes, pastries, rusks etc."
"NAGA S FASHION BOUTIQUE","KARNATAKA","BENGALURU (URBAN)","560024.0","13/07/2021","No 32 5, 17th A cross, Bhuvaneshwari nagar, No 32 5, kempapura, Bangalore","13134","Finishing of man-made and blended man-made textiles."
"POWER ACCESSORIES","KARNATAKA","BENGALURU (URBAN)","560079.0","13/07/2021","NO 35, GROUND FLOOR, PATTEGARAPALYA, NO 35, SAMPIGE LAYOUT, GOVINDARAJ NAGAR","32909","Manufacture of other articles n.e.c."
"SVR JEWELLARY WORKS","KARNATAKA","KOPPAL","583227.0","21/09/2021","76/1, SVR JEWELLARY WORKS, NEAR KAMBLI BABA HOSPITAL, 76/1, 15TH WARD, GANGAVATHI","32119","Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
"Lady Tailoring Bethamangala","KARNATAKA","KOLAR","563116.0","13/12/2021","2nd Block, Ambedkar Nagara, Bethamangala, 2nd Block, Bethamangala, Bethamangala","14105","Custom tailoring"
"M/S SREE JWALAMALA ROLLER FLOUR MILLS","KARNATAKA","MYSURU","570008.0","13/12/2021","No. 3 & 8,, Sree Jwalamala Roller Flour Mills, Manandavadi Road, Mysuru South, No. 3 & 8,, Industrial Suburb, Mysuru","10611","Flour milling"
"S G PAPER PLATES MANUFACTURES AND SERVICES","KARNATAKA","MYSURU","570009.0","13/12/2021","NO 24, SARASWATHIPURAM, KUKKAHARAHALLI, NO 24, 4TH MAIN ROAD, MYSORE","33129","Repair and maintenance of other special purpose machinery of division 28 (weighing equipment, vending machines, cash registers, photocopy machines, calculators, typewriters etc.)"
"SHREE ENTERPRISES","KARNATAKA","MANDYA","571438.0","13/06/2022","NOT AVAILABLE, NOT AVAILABLE, HOBALI HEBBADI, HEBBADIHUNDI,, NOT AVAILABLE, NOT AVAILABLE, MANDYA","32909","Manufacture of other articles n.e.c."
"Farhan Indian Aluminum Works","KARNATAKA","DHARWAD","580024.0","10/04/2022","00, Quadriya Town, Islampur Road, 00, 00, Hubli","24202","Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys"
"Printing and stationary","KARNATAKA","BELAGAVI","590014","30/09/2021","228/2, Main road near panchayat office, Belagaum, 228/2, Belgaum, Belgaum","18115","Printing directly onto textiles, flexographic plastic, glass, metal, wood and ceramics"
"AMARESH MINAJAGI","KARNATAKA","BAGALKOT","587120","30/09/2021","NEAR CINEMA TALKIES, KAMATGI, KAMATGI, NEAR CINEMA TALKIES, KAMATGI, KAMATGI","13122","Weaving, manufacture of silk and silk mixture fabrics."
"Nagesha Powder Jaggery Processing Unit","KARNATAKA","VIJAYAPURA","586120","29/09/2021","2, S/O: Sharanabasappa, Bibi-Ingalgi, Bibi-Ingalgi, 2, Devara Hipparagi, Devara Hipparagi","10722","Manufacture of 'gur' from sugarcane"
"HOME APPLIANCES ENDUSER","KARNATAKA","BENGALURU (URBAN)","560029.0","13/12/2021","-, HOME APPLIANCES ENDUSER, BANNERGHATTA ROAD, -, NEW GURAPPANA PALYA, BANGALORE","14104","Manufacture of wearing apparel made of leather and substitutes of leather"
"NEW SHREE SIDDAROODH BOOK  STALL","KARNATAKA","DHARWAD","580024.0","13/12/2021","NEW SHRI SIDDAROODH, SIDDAROODH MARG, HUBLI, NEW SHRI SIDDAROODH, OLD HUBLI, HUBLI","18121","Book and other similar sheet binding on account of others"
"SRI LAKSHMI VENKATESHWARA SILK TWISTING FACTORY","KARNATAKA","CHIKBALLAPUR","562105","30/09/2021","MOHAN S/O M RAMACHAN, VALMIKI NILAYA, JOUGU PETE, MOHAN S/O M RAMACHAN, WARD NO 22, SIDLAGHATTA","13122","Weaving, manufacture of silk and silk mixture fabrics."
"M/S M S BLOCKS AND INTERLOCKS","KARNATAKA","DAKSHIN KANNAD","574509","30/09/2021","2-40/1-3, ELIZABETH COMPOUND, TENKA YEKKAR, 2-40/1-3, -, MANGALORE","23954","Manufacture of R.C.C. bricks and blocks"
"SHRI LALASO YASHVANTA MORE","KARNATAKA","BAGALKOT","587313","30/09/2021","0, GANDHI CIRCLE MUDHOL, MUDHOL, 0, 0, MUDHOL","24205","Production and refining of precious metals (such as gold, silver platinum etc.) and alloys"
"MAA MONASHA GOLD JEWELLERY WORKS","KARNATAKA","BENGALURU (URBAN)","560002.0","13/06/2022","NO. 64, 3rd FLOOR, CUBBONPET, NO. 64, SIDDANNA LANE, BANGALORE","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"M/S SRI RANGA COATERS","KARNATAKA","BENGALURU (URBAN)","560091.0","13/06/2022","No 4/11, ,, Andrahalli Main Road, No 4/11, ,, Bengaluru","32909","Manufacture of other articles n.e.c."
"M/S CONGUE ENGINEERING PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560091.0","12/12/2021","#76, Ground Floor, Sanjeevini Nagar, #76, 6th Cross, Bangalore","32909","Manufacture of other articles n.e.c."
"MAHALAKSHMI CHAINS","KARNATAKA","BENGALURU (URBAN)","560002.0","11/04/2022","GROUND FLOOR SHOPNO6, BS COMPLEX, PILLAPPA LANE NAGARATHPET, GROUND FLOOR SHOPNO6, NO 33/3, BENGALURU","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"S L N  Marketing","KARNATAKA","BENGALURU (URBAN)","560060.0","26/01/2021","1208, 40th Cross, BDA Layout, 1208, 7th Block, Bengaluru","10739","Manufacture of other cocoa, chocolate, sugar confectionery products n.e.c."
"SAKSHI HOMESTYLER","KARNATAKA","BENGALURU (URBAN)","560092","18/04/2021","NO 104/6, 1ST FLOOR  234, INTERNATIONAL AIRPORT ROAD, NO 104/6, ., BANGALORE","31009","Manufacture of other furniture n.e.c."
"SRI GANESHA ICE PLANT","KARNATAKA","BENGALURU (URBAN)","560002.0","15/07/2021","173 - 174, ., NEAR CHIKKAMMA DODDAMMA TEMPLE, 173 - 174, ., NT PET MYSORE ROAD","10505","Manufacture of ice-cream, kulfi etc."
"Kavya nurcery","KARNATAKA","HASSAN","573210.0","15/07/2021","03, Hirehalli koplu, HOLENARASIPURA, 03, KASABA, Hassan","32909","Manufacture of other articles n.e.c."
"FATHAULLA POWER LOOMS","KARNATAKA","BENGALURU (RURAL)","561203.0","15/07/2021","-, -, MUTHUR, -, 6TH DIVISION, BANGALORE RURAL","28261","Manufacture of machinery for preparation of textile fibers, spinning machines, machines for preparing textile yarns, weaving machines (looms), including hand looms, knitting machines"
"Beston polymers and sanitation","KARNATAKA","BENGALURU (URBAN)","560002.0","15/07/2021","Ground floor 14, A jmgk lane Sadar patrappa road cross, Jmgk, Ground floor 14, Bangalore, Bangalore","22207","Manufacture of moulded industrial accessories of plastics [including electrical insulating fitting of plastics]"
"M/S DEQUALITA FURNITURE INDIA PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560102.0","15/07/2021","NO 2797, DEQUALITA, 27TH MAIN ROAD, NO 2797, SECTOR 1, BANGALORE","16213","Manufacture of flush doors and other boards or panels"
"Chandra Seating Systems","KARNATAKA","BELAGAVI","590008.0","15/07/2021","SURVEY NO 342, SHED NO 06, UDYAMBAG, SURVEY NO 342, UDYAMBAG, BELGAUM","31001","Manufacture of furniture made of wood"
"SRI VINAYAKA BRICK WORKS","KARNATAKA","KOLAR","563130.0","15/07/2021","SY.16, LINGAPURA, MALUR, SY.16, KASABA HOBLI, MALUR TALUK","32909","Manufacture of other articles n.e.c."
"Chowdeshwari Enterprises","KARNATAKA","BENGALURU (URBAN)","560058","19/04/2021","#, Seshaasai E Forms Pvt Ltd, 1st Stage, #, 6th cross, Bangalore","18113","Printing of postage stams, taxation stamps, cheques and other security papers"
"SGR ENGINEERS","KARNATAKA","DAKSHIN KANNAD","575013.0","26/01/2021","2-120/20 am, EMS CENTRE, KULUR, 2-120/20 &am, KULUR, MANGALORE","28246","Manufacture of parts and accessories for machinery/equipment used by construction and mining industries"
"I N ASSOCIATES","KARNATAKA","DAVANGERE","577601","30/09/2021","130/F, 1304-F,, I.N.ASSOCIATES, HARIHAR, 130/F, 1304-F,, P B ROAD HARIHAR, Devangere","24109","Manufacture of other basic iron and steel n.e.c"
"Asif Bed works","KARNATAKA","SHIVAMOGGA","577419","30/09/2021","214, Jade, Collage Road, 214, Jade, Shimoga","13924","Manufacture of bedding, quilts pillows, sleeping bags etc."
"M/S QUEENS GRUHAKAIGARIKA","KARNATAKA","MANDYA","571438.0","11/04/2022","224, JAISON, KRS ROAD, 224, HOSAHALLI, SRIRANGAPATNA","14105","Custom tailoring"
"ISHAAN GROUPS","KARNATAKA","DHARWAD","580023.0","13/06/2022","H NO 8/2, ISHAAN GROUPS, MAIN ROAD, H NO 8/2, 0, ANNIGERI","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"GURUNATHA HUGAR","KARNATAKA","BAGALKOT","586245.0","13/06/2022","GONAL S HIRUR, GONAL S HIRUR, MUDDEBIAHL FORT, GONAL S HIRUR, MUDDEBIAHL FORT, BIJAPUR","19209","Manufacture of other petroleum n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
"Ramanagouda Provisional Stores","KARNATAKA","RAICHUR","584111","30/09/2021","110, Ramanagouda Provisional Stores, Devadurga, 110, Ward-1, Raichur","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"Rangappa","KARNATAKA","RAICHUR","584124.0","09/02/2022","25, Durgamma temple back side, Bustand, 25, 45, Raichur","32909","Manufacture of other articles n.e.c."
