enterprise_id,nic2_division,byproduct_name,waste_ratio_pct,qty_annual_tonnes_estimated,unit,district,source_citation
KA-ENT-000090,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000090,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000091,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,TUMAKURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000091,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,TUMAKURU,FAO Agricultural Services Bulletin 136
KA-ENT-000092,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000092,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000093,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000093,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000094,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000094,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000095,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000095,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000096,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,RAMANAGARA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000096,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,RAMANAGARA,FAO Agricultural Services Bulletin 136
KA-ENT-000097,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BELAGAVI,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000097,25,Machining Swarf,12.0,12.0,tonnes/year,BELAGAVI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000097,25,Mill Scale,10.0,10.0,tonnes/year,BELAGAVI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000098,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000098,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000099,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000099,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000100,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,RAMANAGARA,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000100,23,Kiln Fly Ash,3.0,3.0,tonnes/year,RAMANAGARA,GIZ Clean Brick Kiln Report
KA-ENT-000101,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000101,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000102,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000102,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000103,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,UTTAR KANNAD,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000103,23,Kiln Fly Ash,3.0,3.0,tonnes/year,UTTAR KANNAD,GIZ Clean Brick Kiln Report
KA-ENT-000104,10,Rice Husk,20.0,20.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000104,10,Rice Bran,10.0,10.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000105,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000105,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000106,10,Rice Husk,20.0,20.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000106,10,Rice Bran,10.0,10.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000107,10,Rice Husk,20.0,20.0,tonnes/year,BAGALKOT,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000107,10,Rice Bran,10.0,10.0,tonnes/year,BAGALKOT,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000108,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000108,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000109,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000109,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000110,10,Rice Husk,20.0,20.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000110,10,Rice Bran,10.0,10.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000111,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000111,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000112,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000112,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000113,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,TUMAKURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000113,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,TUMAKURU,FAO Agricultural Services Bulletin 136
KA-ENT-000114,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,HAVERI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000114,23,Kiln Fly Ash,3.0,3.0,tonnes/year,HAVERI,GIZ Clean Brick Kiln Report
KA-ENT-000115,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000115,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000116,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000116,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000117,10,Rice Husk,20.0,20.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000117,10,Rice Bran,10.0,10.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000118,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000118,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000119,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000119,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000120,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000120,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-000121,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,CHITRADURGA,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000121,23,Kiln Fly Ash,3.0,3.0,tonnes/year,CHITRADURGA,GIZ Clean Brick Kiln Report
KA-ENT-000122,10,Rice Husk,20.0,20.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000122,10,Rice Bran,10.0,10.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000123,10,Rice Husk,20.0,20.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000123,10,Rice Bran,10.0,10.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000124,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000124,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000125,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000125,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000126,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000126,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000127,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,MYSURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000127,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,MYSURU,FAO Agricultural Services Bulletin 136
KA-ENT-000128,10,Rice Husk,20.0,20.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000128,10,Rice Bran,10.0,10.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000129,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,TUMAKURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000129,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,TUMAKURU,FAO Agricultural Services Bulletin 136
KA-ENT-000130,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000130,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000131,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000131,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000132,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000132,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000133,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000133,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-000134,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000134,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000135,10,Rice Husk,20.0,20.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000135,10,Rice Bran,10.0,10.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000136,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000136,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000137,10,Rice Husk,20.0,20.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000137,10,Rice Bran,10.0,10.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000138,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,SHIVAMOGGA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000138,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,SHIVAMOGGA,FAO Agricultural Services Bulletin 136
KA-ENT-000139,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000139,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000140,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000140,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000141,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000141,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000141,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000142,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,KOPPAL,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000142,23,Kiln Fly Ash,3.0,3.0,tonnes/year,KOPPAL,GIZ Clean Brick Kiln Report
KA-ENT-000143,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000143,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000144,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000144,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000145,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000145,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000146,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000146,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-000147,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000147,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000148,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,DHARWAD,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000148,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,DHARWAD,FAO Agricultural Services Bulletin 136
KA-ENT-000149,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000149,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000150,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,UTTAR KANNAD,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000150,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,UTTAR KANNAD,FAO Agricultural Services Bulletin 136
KA-ENT-000151,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,UDUPI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000151,23,Kiln Fly Ash,3.0,3.0,tonnes/year,UDUPI,GIZ Clean Brick Kiln Report
KA-ENT-000152,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000152,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000153,10,Rice Husk,20.0,20.0,tonnes/year,KOPPAL,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000153,10,Rice Bran,10.0,10.0,tonnes/year,KOPPAL,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000154,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000154,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000154,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000155,10,Rice Husk,20.0,20.0,tonnes/year,HASSAN,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000155,10,Rice Bran,10.0,10.0,tonnes/year,HASSAN,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000156,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000156,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000157,16,Sawdust,25.0,25.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000157,16,Wood Bark,12.0,12.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000157,16,Wood Offcuts,24.0,24.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000158,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,MYSURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000158,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,MYSURU,FAO Agricultural Services Bulletin 136
KA-ENT-000159,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000159,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000160,10,Rice Husk,20.0,20.0,tonnes/year,RAICHUR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000160,10,Rice Bran,10.0,10.0,tonnes/year,RAICHUR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000161,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,SHIVAMOGGA,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000161,25,Machining Swarf,12.0,12.0,tonnes/year,SHIVAMOGGA,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000161,25,Mill Scale,10.0,10.0,tonnes/year,SHIVAMOGGA,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000162,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000162,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000163,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000163,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000164,10,Rice Husk,20.0,20.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000164,10,Rice Bran,10.0,10.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000165,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000165,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000166,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000166,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000167,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,RAICHUR,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000167,23,Kiln Fly Ash,3.0,3.0,tonnes/year,RAICHUR,GIZ Clean Brick Kiln Report
KA-ENT-000168,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,DAKSHIN KANNAD,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000168,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,DAKSHIN KANNAD,FAO Agricultural Services Bulletin 136
KA-ENT-000169,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000169,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000170,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000170,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report
KA-ENT-000171,10,Rice Husk,20.0,20.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000171,10,Rice Bran,10.0,10.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000172,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000172,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000173,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000173,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000174,10,Rice Husk,20.0,20.0,tonnes/year,BAGALKOT,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000174,10,Rice Bran,10.0,10.0,tonnes/year,BAGALKOT,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000175,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000175,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000176,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BAGALKOT,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000176,25,Machining Swarf,12.0,12.0,tonnes/year,BAGALKOT,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000176,25,Mill Scale,10.0,10.0,tonnes/year,BAGALKOT,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000177,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000177,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000178,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000178,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000179,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,KOLAR,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000179,23,Kiln Fly Ash,3.0,3.0,tonnes/year,KOLAR,GIZ Clean Brick Kiln Report
